ph,turbidity,temperature,quality
8.085,5.035,21.756,Poor
7.976,4.301,27.435,Poor
8.057,2.503,22.617,Good
8.12,4.445,27.342,Poor
7.016,0.17,23.825,Excellent
7.383,3.2,27.306,Good
8.165,1.697,18.745,Good
7.992,1.382,27.442,Good
7.894,6.238,27.879,Poor
6.538,9.795,25.594,Poor
7.396,0.22,21.247,Excellent
8.139,4.269,26.936,Poor
8.092,2.894,27.947,Good
8.13,2.65,26.976,Good
8.116,3.329,28.647,Good
7.982,3.144,27.765,Good
7.928,3.167,26.732,Good
8.137,8.293,21.516,Poor
8.213,3.859,18.127,Good
7.973,1.579,27.983,Good
8.084,3.556,28.828,Good
8.175,1.904,19.2,Good
8.012,2.347,22.403,Good
6.872,0.775,23.586,Excellent
8.088,2.754,25.881,Good
8.109,2.847,26.35,Good
7.179,0.273,20.492,Excellent
8.146,5.528,21.292,Poor
8.197,2.664,17.953,Good
8.075,2.574,26.799,Good
4.212,28.171,10.672,Unsafe
7.912,1.225,27.335,Good
7.957,0.953,27.468,Good
7.955,3.894,27.788,Good
8.149,2.881,25.481,Good
7.958,0.733,27.958,Good
8.125,2.685,24.915,Good
7.346,0.339,20.945,Excellent
8.128,2.582,24.585,Good
8.152,2.614,27.481,Good
7.214,9.582,29.36,Poor
8.142,8.53,21.635,Poor
8.069,2.646,26.65,Good
7.976,3.744,27.248,Good
8.027,1.102,26.761,Good
7.423,13.378,30.164,Very Poor
7.955,3.235,27.611,Good
8.102,3.207,24.212,Good
8.008,3.537,28.132,Good
8.113,4.233,24.89,Poor
6.93,3.815,18.578,Good
7.294,0.465,20.864,Excellent
8.2,3.088,17.182,Good
9.773,13.87,21.962,Very Poor
6.219,7.348,28.692,Poor
6.873,4.381,30.545,Poor
9.564,17.573,21.719,Very Poor
7.972,5.423,27.361,Poor
8.132,2.996,24.437,Good
8.379,7.198,30.943,Poor
8.145,3.931,27.899,Good
7.926,2.323,27.744,Good
8.746,6.926,21.555,Poor
8.185,4.167,23.591,Poor
8.22,2.778,18.392,Good
7.257,11.675,16.86,Very Poor
8.049,3.546,26.279,Good
7.84,3.897,23.227,Good
6.938,0.3,22.027,Excellent
7.524,15.175,26.948,Very Poor
8.022,2.061,23.889,Good
8.191,3.382,18.931,Good
7.159,0.518,20.208,Excellent
7.33,0.521,23.945,Excellent
8.165,1.91,19.462,Good
8.232,3.221,17.379,Good
8.184,5.228,23.938,Poor
8.083,2.707,21.289,Good
8.16,5.593,20.904,Poor
8.076,3.309,29.597,Good
6.857,0.638,22.074,Excellent
8.155,4.915,20.382,Poor
7.954,3.752,27.834,Good
8.098,2.242,26.821,Good
8.132,3.456,21.258,Good
6.861,0.502,22.87,Excellent
8.424,1.79,22.857,Good
6.833,11.763,18.148,Very Poor
7.903,3.314,28.118,Good
6.244,5.849,26.117,Poor
8.207,2.987,17.902,Good
8.151,5.914,29.96,Poor
8.08,2.131,22.26,Good
8.061,5.086,29.455,Poor
8.015,2.208,23.995,Good
7.964,3.636,27.242,Good
7.213,7.751,19.153,Poor
7.277,0.281,22.584,Excellent
7.906,2.351,21.657,Good
8.217,3.096,21.621,Good
8.167,3.488,19.465,Good
8.185,3.757,25.743,Good
7.931,4.839,31.243,Poor
7.974,7.049,25.984,Poor
6.945,0.073,21.684,Excellent
7.25,12.298,28.657,Very Poor
7.974,2.971,27.241,Good
8.059,2.719,22.401,Good
8.465,18.986,28.9,Very Poor
8.088,2.627,25.873,Good
10.355,30.473,24.609,Unsafe
8.124,2.851,20.175,Good
7.506,8.065,19.244,Poor
7.956,2.787,25.298,Good
8.149,2.128,18.629,Good
8.237,2.031,21.179,Good
8.135,3.036,19.868,Good
8.01,3.772,23.995,Good
6.868,1.621,21.099,Good
8.174,7.324,20.82,Poor
8.134,6.857,20.572,Poor
8.063,6.315,28.696,Poor
8.175,4.213,19.08,Poor
7.162,2.992,28.97,Good
7.967,1.386,27.48,Good
8.216,4.686,18.308,Poor
8.069,2.51,22.061,Good
8.167,8.923,21.683,Poor
7.25,0.604,20.949,Excellent
8.052,2.602,22.73,Good
7.946,3.848,27.192,Good
8.089,5.19,27.669,Poor
7.283,2.326,22.969,Good
8.043,2.582,22.374,Good
8.014,5.156,24.221,Poor
6.929,1.179,26.692,Good
8.068,2.706,29.444,Good
8.193,0.608,22.65,Good
8.087,2.874,21.696,Good
7.907,1.135,27.241,Good
8.132,2.691,18.342,Good
7.397,19.789,32.153,Very Poor
8.071,2.666,20.645,Good
7.954,3.819,28.458,Good
8.107,1.969,21.054,Good
7.008,0.501,22.984,Excellent
7.482,9.449,18.723,Poor
8.232,4.114,24.773,Poor
8.084,1.701,21.566,Good
7.005,3.675,18.849,Good
8.116,3.502,25.727,Good
8.031,5.195,27.46,Poor
8.175,8.63,21.042,Poor
8.142,2.57,24.106,Good
8.053,2.877,22.946,Good
6.891,0.331,21.696,Excellent
8.272,0.915,22.875,Good
8.045,1.739,26.166,Good
8.172,3.731,26.379,Good
8.078,2.021,25.992,Good
7.959,3.73,28.374,Good
8.738,7.88,28.069,Poor
8.005,5.968,27.864,Poor
4.02,38.955,33.8,Unsafe
6.946,3.787,24.719,Good
8.227,3.061,18.207,Good
8.014,3.671,27.799,Good
7.638,0.956,24.173,Good
8.176,2.871,27.534,Good
8.076,2.129,20.186,Good
8.123,2.795,25.54,Good
8.135,3.086,20.904,Good
8.048,3.7,30.091,Good
8.415,7.175,24.15,Poor
8.162,2.714,17.909,Good
7.654,11.399,22.273,Very Poor
7.884,3.005,31.312,Good
8.108,3.613,19.034,Good
7.99,3.696,27.424,Good
8.151,2.532,25.17,Good
8.167,1.636,18.914,Good
8.884,16.254,28.867,Very Poor
8.077,2.355,29.295,Good
6.578,2.048,20.183,Good
8.066,1.799,27.304,Good
8.044,2.028,22.005,Good
8.437,3.066,27.461,Good
8.064,3.024,19.458,Good
8.102,3.769,20.249,Good
7.972,3.957,30.788,Good
8.129,4.929,21.638,Poor
8.069,3.56,22.143,Good
7.975,6.928,27.263,Poor
8.063,3.51,30.199,Good
6.581,9.136,25.086,Poor
7.9,6.445,26.597,Poor
8.125,4.894,26.214,Poor
8.009,1.817,23.595,Good
7.98,5.318,27.053,Poor
7.94,3.085,27.577,Good
8.113,3.001,25.792,Good
8.088,5.444,29.156,Poor
8.046,1.62,24.683,Good
8.176,2.316,19.206,Good
8.16,7.223,19.529,Poor
6.889,3.572,23.019,Good
8.835,5.071,20.662,Poor
2.531,53.251,31.463,Unsafe
8.129,1.917,20.176,Good
8.153,1.656,20.548,Good
8.137,2.94,25.68,Good
7.949,3.376,27.351,Good
8.108,3.915,24.911,Good
7.703,2.425,24.255,Good
8.112,4.678,24.736,Poor
7.054,8.793,25.677,Poor
6.899,9.786,20.203,Poor
7.986,2.834,26.141,Good
8.114,4.458,23.518,Poor
6.89,0.734,21.655,Excellent
8.16,3.248,26.765,Good
8.141,2.871,25.762,Good
8.21,7.749,18.806,Poor
8.163,3.226,21.499,Good
7.082,0.464,21.147,Excellent
8.111,2.438,20.222,Good
7.213,0.664,20.337,Excellent
7.518,0.819,24.873,Good
8.101,1.951,20.634,Good
8.207,4.491,18.117,Poor
7.926,2.397,25.99,Good
1.655,41.361,26.006,Unsafe
7.983,5.527,25.221,Poor
7.929,3.907,27.674,Good
8.182,3.343,25.018,Good
6.818,0.574,21.002,Excellent
8.006,2.42,23.547,Good
7.142,0.513,20.269,Excellent
8.131,3.818,25.741,Good
8.0,2.971,25.462,Good
8.05,1.358,25.527,Good
8.033,2.133,27.908,Good
7.648,4.328,19.001,Poor
7.926,3.151,26.88,Good
7.089,0.893,21.097,Excellent
8.047,2.795,23.235,Good
8.138,3.336,29.469,Good
8.152,2.223,18.792,Good
9.132,16.44,28.905,Very Poor
7.994,3.687,27.507,Good
8.208,12.638,30.429,Very Poor
7.059,0.796,20.285,Good
7.982,1.649,26.998,Good
8.773,16.347,28.362,Very Poor
8.185,6.676,27.836,Poor
8.184,7.288,20.168,Poor
8.16,2.882,18.331,Good
8.165,8.066,20.311,Poor
7.908,13.392,28.937,Very Poor
8.097,4.871,27.734,Poor
8.326,1.344,22.13,Good
8.013,2.427,26.8,Good
8.017,6.835,27.321,Poor
6.846,0.073,22.122,Excellent
7.924,4.744,27.879,Poor
7.892,3.627,23.129,Good
10.0,10.693,25.741,Very Poor
7.137,0.877,28.931,Good
8.048,1.836,23.382,Good
7.986,1.093,27.129,Good
7.993,4.059,26.325,Poor
8.22,8.775,18.307,Poor
8.146,4.948,20.928,Poor
7.944,2.659,26.292,Good
13.152,47.757,21.316,Unsafe
7.945,2.802,27.968,Good
7.968,0.757,27.261,Good
7.294,0.069,23.271,Excellent
8.549,4.874,24.667,Poor
5.03,17.221,26.726,Very Poor
8.082,2.038,21.078,Good
8.129,2.69,25.244,Good
8.125,6.408,20.076,Poor
8.12,2.608,20.78,Good
8.158,3.901,17.849,Good
7.958,3.13,27.221,Good
7.918,1.29,25.89,Good
8.156,3.981,17.883,Good
5.442,13.596,20.337,Very Poor
8.059,2.715,22.727,Good
7.185,0.274,22.392,Excellent
8.143,2.795,19.422,Good
7.676,9.217,18.542,Poor
7.976,1.968,27.02,Good
8.149,2.893,25.485,Good
8.171,3.889,27.975,Good
8.073,3.983,29.219,Good
8.1,4.882,23.361,Poor
8.194,4.229,26.75,Poor
8.003,0.831,27.232,Good
8.043,3.656,26.344,Good
7.915,1.268,27.821,Good
8.07,3.723,30.085,Good
8.107,2.597,21.081,Good
8.428,9.444,27.858,Poor
7.912,1.084,25.99,Good
7.955,1.255,27.419,Good
8.124,7.207,27.496,Poor
8.172,2.865,18.245,Good
8.004,3.135,27.598,Good
8.067,4.049,22.012,Poor
8.32,6.634,19.586,Poor
8.115,3.603,30.387,Good
7.958,3.49,27.912,Good
8.238,2.601,17.108,Good
8.154,6.936,20.355,Poor
8.04,2.952,24.675,Good
8.123,4.278,20.629,Poor
8.109,2.503,18.739,Good
8.165,4.104,27.256,Poor
8.004,2.299,25.414,Good
8.085,2.981,23.081,Good
8.131,3.109,24.677,Good
7.55,17.231,31.399,Very Poor
7.925,3.571,27.247,Good
9.151,17.877,17.611,Very Poor
8.057,4.858,29.447,Poor
8.159,2.473,17.142,Good
8.416,1.463,25.3,Good
8.178,3.351,27.747,Good
8.045,3.635,30.343,Good
8.09,3.96,28.688,Good
8.093,2.636,20.757,Good
7.196,2.855,24.685,Good
8.055,3.941,28.794,Good
8.193,4.178,26.863,Poor
8.072,3.165,22.039,Good
8.13,8.286,20.677,Poor
7.983,1.018,27.842,Good
9.122,9.887,27.688,Poor
8.781,9.475,20.554,Poor
7.964,2.139,27.103,Good
7.944,2.11,26.771,Good
8.105,3.341,29.365,Good
8.063,1.587,21.997,Good
7.927,2.132,25.796,Good
8.679,16.671,18.093,Very Poor
8.117,3.327,26.495,Good
7.978,2.926,27.444,Good
6.934,1.523,23.384,Good
8.132,3.519,28.163,Good
8.194,2.099,18.879,Good
6.819,0.769,22.726,Excellent
7.99,3.509,22.091,Good
8.094,2.514,21.25,Good
5.833,5.512,21.266,Poor
8.158,4.348,26.029,Poor
8.093,2.272,26.649,Good
7.375,0.302,21.244,Excellent
8.097,4.409,23.657,Poor
8.173,2.758,17.611,Good
7.941,1.902,27.137,Good
8.136,9.105,24.495,Poor
7.975,5.613,26.39,Poor
6.875,3.159,20.509,Good
8.153,1.725,19.959,Good
8.111,4.257,24.472,Poor
8.088,2.645,24.817,Good
8.029,5.557,23.947,Poor
8.053,2.173,24.03,Good
8.041,2.028,26.059,Good
8.018,1.114,27.151,Good
8.13,4.595,29.791,Poor
8.121,2.778,26.07,Good
7.574,3.374,27.328,Good
7.249,0.097,20.373,Excellent
8.144,3.45,27.922,Good
8.17,4.131,21.737,Poor
8.184,4.31,21.197,Poor
8.136,2.239,25.113,Good
7.156,3.585,25.873,Good
7.917,6.087,25.916,Poor
7.649,8.114,28.142,Poor
8.181,1.784,19.342,Good
8.157,2.692,26.531,Good
8.04,1.062,24.422,Good
1.939,56.797,36.295,Unsafe
8.116,3.631,25.868,Good
8.141,2.567,19.222,Good
7.881,3.967,26.395,Good
8.178,3.235,22.617,Good
8.2,3.25,18.305,Good
8.128,3.293,27.842,Good
8.203,2.998,17.738,Good
8.131,2.396,20.603,Good
8.093,2.925,25.434,Good
8.106,2.051,21.173,Good
8.112,2.879,18.726,Good
7.963,3.803,27.696,Good
7.943,3.157,30.253,Good
8.56,17.301,33.725,Very Poor
8.081,3.131,20.066,Good
6.511,1.202,24.353,Good
6.658,1.198,24.264,Good
5.809,17.732,19.799,Very Poor
8.215,7.231,19.313,Poor
7.719,4.918,19.073,Poor
8.089,2.699,22.901,Good
7.815,14.009,29.659,Very Poor
8.146,3.411,25.225,Good
7.983,3.539,28.286,Good
8.117,2.107,21.46,Good
8.13,2.955,23.56,Good
8.122,5.475,23.819,Poor
8.12,2.576,26.677,Good
8.096,4.698,22.838,Poor
7.987,1.75,27.423,Good
7.939,5.885,25.945,Poor
11.8,25.409,27.207,Unsafe
8.15,3.794,26.57,Good
8.16,6.212,21.157,Poor
7.014,0.221,20.175,Excellent
7.253,0.618,23.76,Excellent
8.159,2.937,25.689,Good
8.184,2.903,17.338,Good
8.65,16.411,29.401,Very Poor
7.678,0.649,19.551,Good
8.139,3.164,24.056,Good
8.162,2.593,17.191,Good
7.886,6.44,25.278,Poor
8.188,3.586,26.707,Good
8.027,2.818,24.553,Good
7.528,1.661,28.522,Good
11.188,39.204,34.22,Unsafe
7.973,4.068,27.906,Poor
8.037,0.721,26.86,Good
8.099,5.532,24.638,Poor
7.249,2.943,27.273,Good
12.698,22.834,27.013,Unsafe
8.018,2.244,24.008,Good
8.078,2.619,25.521,Good
8.128,3.586,24.561,Good
6.114,5.553,27.117,Poor
7.886,11.33,18.235,Very Poor
9.409,11.489,19.501,Very Poor
8.077,2.614,24.127,Good
8.053,3.445,29.731,Good
4.802,54.474,24.067,Unsafe
9.497,11.307,29.541,Very Poor
7.194,2.363,19.715,Good
6.985,0.643,21.328,Excellent
8.07,3.325,24.541,Good
7.977,3.002,27.461,Good
1.192,53.068,12.657,Unsafe
8.8,4.455,23.137,Poor
7.947,1.974,26.603,Good
8.202,2.91,17.535,Good
8.038,3.69,24.757,Good
8.147,2.646,20.146,Good
8.18,1.941,19.531,Good
7.989,2.262,22.901,Good
7.327,0.425,21.654,Excellent
8.15,2.86,24.873,Good
8.054,5.001,27.12,Poor
8.132,3.514,30.239,Good
8.065,3.46,19.628,Good
8.13,3.275,24.463,Good
8.073,2.495,25.875,Good
8.165,3.282,23.637,Good
8.136,2.677,19.774,Good
8.157,2.164,19.841,Good
7.997,3.793,23.992,Good
7.782,2.045,26.456,Good
8.106,2.564,20.901,Good
9.016,18.063,20.955,Very Poor
7.934,2.84,27.362,Good
8.066,2.747,22.624,Good
8.13,2.447,26.955,Good
6.531,9.529,24.778,Poor
8.1,2.877,20.56,Good
9.983,11.174,22.8,Very Poor
8.15,1.821,18.937,Good
7.084,0.287,23.418,Excellent
6.433,7.282,24.349,Poor
7.326,0.61,23.776,Excellent
7.948,2.77,24.509,Good
6.514,2.612,20.921,Good
8.123,1.621,19.856,Good
8.053,3.042,20.569,Good
8.045,1.744,21.494,Good
8.082,1.502,26.876,Good
8.116,3.468,21.133,Good
8.205,2.655,17.759,Good
7.752,3.886,19.596,Good
7.835,18.356,18.694,Very Poor
4.349,31.852,22.472,Unsafe
7.948,1.691,25.841,Good
2.84,41.846,21.586,Unsafe
7.318,11.854,22.276,Very Poor
8.083,4.177,27.38,Poor
7.812,2.753,18.378,Good
8.163,5.727,18.83,Poor
7.311,0.079,20.82,Excellent
7.926,4.724,26.883,Poor
8.167,2.902,25.754,Good
7.945,0.623,27.828,Good
7.331,3.192,19.979,Good
8.141,2.632,27.03,Good
7.817,1.293,25.188,Good
8.074,3.697,23.911,Good
8.211,2.916,17.346,Good
8.081,4.829,24.516,Poor
8.113,2.521,25.463,Good
8.163,2.771,18.731,Good
8.15,3.456,26.866,Good
8.184,5.291,29.138,Poor
7.225,0.44,21.327,Excellent
8.025,2.56,22.816,Good
8.314,3.19,25.744,Good
8.099,2.886,25.706,Good
7.929,3.303,26.922,Good
7.99,1.567,27.434,Good
8.12,3.26,28.436,Good
8.194,3.399,20.688,Good
7.907,1.14,27.336,Good
8.15,3.039,19.513,Good
8.157,2.565,18.247,Good
8.169,5.123,20.338,Poor
8.031,3.242,27.862,Good
8.107,6.564,21.356,Poor
8.098,4.169,28.292,Poor
5.916,6.06,29.004,Poor
8.137,5.983,29.104,Poor
7.113,0.093,21.648,Excellent
8.004,3.276,29.084,Good
6.618,8.288,22.354,Poor
8.071,2.421,22.855,Good
8.042,1.644,24.64,Good
8.683,9.553,29.708,Poor
8.077,2.628,26.157,Good
6.359,7.717,23.505,Poor
6.738,3.272,22.713,Good
7.494,5.454,21.751,Poor
8.055,2.562,20.528,Good
6.697,2.917,27.012,Good
8.197,3.319,21.045,Good
8.156,3.515,20.389,Good
8.07,2.732,25.304,Good
8.119,2.488,24.815,Good
8.089,2.146,26.925,Good
7.413,2.248,21.854,Good
6.672,3.812,19.5,Good
8.124,3.974,19.645,Good
8.022,1.743,27.531,Good
8.119,8.254,19.519,Poor
9.315,13.985,20.983,Very Poor
8.161,4.385,27.905,Poor
8.192,2.235,27.271,Good
7.909,6.168,23.516,Poor
7.902,1.334,26.234,Good
8.066,6.094,27.928,Poor
8.033,2.361,23.847,Good
10.952,58.465,35.156,Unsafe
8.155,3.265,21.7,Good
8.034,1.907,22.751,Good
8.132,3.638,24.738,Good
7.94,4.426,26.111,Poor
7.191,0.882,20.644,Excellent
7.923,2.302,27.779,Good
8.189,2.942,26.956,Good
7.2,0.057,20.835,Excellent
8.076,2.705,23.743,Good
8.101,2.836,25.271,Good
7.097,0.789,21.375,Excellent
8.095,2.704,26.006,Good
8.114,2.464,24.768,Good
8.039,3.756,28.268,Good
8.13,4.752,29.235,Poor
7.326,3.395,22.962,Good
8.227,3.638,18.796,Good
8.164,5.71,22.67,Poor
8.25,19.326,33.317,Very Poor
6.951,8.945,24.88,Poor
7.986,3.295,27.164,Good
7.948,3.282,27.065,Good
8.02,2.422,23.836,Good
8.06,2.217,28.646,Good
8.141,2.471,24.849,Good
7.996,3.189,27.63,Good
12.804,54.084,28.663,Unsafe
8.164,3.508,24.49,Good
7.937,0.736,26.709,Good
8.218,3.415,17.022,Good
6.963,0.674,21.03,Excellent
7.149,0.817,20.58,Excellent
8.148,5.972,20.186,Poor
7.968,2.228,25.0,Good
8.158,3.417,17.784,Good
8.056,3.467,21.05,Good
8.22,4.285,26.417,Poor
6.091,7.7,30.254,Poor
7.965,0.979,26.906,Good
8.115,5.466,28.894,Poor
8.119,2.459,26.708,Good
8.059,4.71,27.698,Poor
8.126,2.743,25.228,Good
8.04,2.165,26.878,Good
7.956,1.346,27.764,Good
8.097,3.233,24.458,Good
8.195,2.062,18.88,Good
12.321,31.154,27.63,Unsafe
8.114,2.408,26.584,Good
7.957,4.666,27.227,Poor
7.949,2.233,26.354,Good
8.127,2.835,26.6,Good
8.015,3.074,23.527,Good
8.056,2.889,22.862,Good
7.433,18.057,17.923,Very Poor
8.158,1.409,18.59,Good
7.208,0.399,20.893,Excellent
8.186,2.331,18.606,Good
7.909,5.103,25.149,Poor
7.773,16.04,33.993,Very Poor
7.893,4.118,26.14,Poor
8.184,3.639,20.938,Good
7.955,0.947,27.432,Good
7.932,2.837,26.95,Good
8.379,7.992,26.381,Poor
8.087,2.04,26.793,Good
8.016,3.273,28.976,Good
8.175,6.672,21.044,Poor
8.182,1.994,18.316,Good
7.959,0.815,27.912,Good
8.065,1.905,26.727,Good
8.205,2.824,18.423,Good
8.151,3.198,25.038,Good
8.039,2.16,26.104,Good
8.172,2.294,19.395,Good
8.083,1.554,26.908,Good
8.203,2.674,18.157,Good
8.219,2.709,18.294,Good
7.984,1.993,27.315,Good
8.049,3.838,25.985,Good
7.597,1.906,23.782,Good
8.201,4.184,26.79,Poor
8.059,2.925,28.606,Good
8.435,2.469,21.174,Good
6.075,13.463,18.494,Very Poor
8.648,4.666,26.525,Poor
8.148,4.302,27.041,Poor
8.065,1.714,22.134,Good
8.007,4.347,19.02,Poor
8.09,3.124,21.698,Good
7.959,3.655,29.812,Good
8.171,1.721,20.11,Good
8.143,3.145,23.754,Good
8.181,2.048,19.322,Good
7.925,1.551,25.888,Good
8.073,3.838,24.423,Good
8.991,13.669,33.893,Very Poor
8.152,3.999,27.118,Good
8.122,6.832,27.536,Poor
7.8,3.234,20.068,Good
3.635,44.893,22.031,Unsafe
8.169,1.528,19.887,Good
6.006,15.931,16.991,Very Poor
5.713,15.731,23.678,Very Poor
7.978,1.23,27.648,Good
3.024,57.284,22.484,Unsafe
8.009,0.673,27.481,Good
8.158,3.423,21.217,Good
7.134,0.228,22.855,Excellent
8.439,8.06,25.922,Poor
7.945,1.563,26.94,Good
8.172,1.846,19.169,Good
6.883,7.752,29.531,Poor
8.015,1.961,23.407,Good
8.176,3.089,20.65,Good
8.159,3.914,20.272,Good
9.792,18.693,18.219,Very Poor
8.08,2.847,20.574,Good
7.425,1.172,26.056,Good
8.13,3.396,30.166,Good
8.156,3.404,25.075,Good
7.543,3.726,25.866,Good
7.967,1.617,25.201,Good
8.158,2.78,27.784,Good
8.157,1.719,19.366,Good
7.316,0.484,20.746,Excellent
8.044,3.065,28.809,Good
7.986,3.418,27.248,Good
8.073,1.996,26.715,Good
12.535,51.379,28.676,Unsafe
7.02,8.398,30.762,Poor
8.11,2.408,26.257,Good
8.151,3.041,17.641,Good
6.947,0.61,20.685,Excellent
8.035,2.32,21.545,Good
8.084,2.147,29.225,Good
7.119,0.25,23.174,Excellent
8.172,2.84,19.542,Good
8.113,2.552,20.574,Good
8.907,7.976,23.322,Poor
8.089,3.05,20.051,Good
7.981,1.136,27.781,Good
8.122,2.366,26.038,Good
8.194,2.563,17.345,Good
8.084,3.043,28.971,Good
8.135,6.786,20.357,Poor
8.38,18.41,26.108,Very Poor
7.999,7.174,18.589,Poor
8.089,4.102,29.178,Poor
8.088,3.346,23.682,Good
6.489,18.644,25.273,Very Poor
7.947,3.117,27.76,Good
7.943,3.954,27.242,Good
10.646,22.818,15.195,Unsafe
7.962,0.973,27.582,Good
7.975,3.003,31.057,Good
8.203,3.011,18.459,Good
8.079,2.284,21.616,Good
7.083,0.459,22.511,Excellent
7.98,2.137,27.297,Good
8.15,2.455,18.593,Good
7.705,1.048,19.454,Good
8.157,2.835,17.539,Good
7.975,3.952,29.698,Good
3.653,49.654,18.715,Unsafe
8.098,2.451,25.877,Good
8.188,2.9,18.188,Good
8.0,3.058,24.935,Good
8.015,3.22,27.863,Good
8.115,2.241,21.034,Good
7.846,6.458,22.402,Poor
7.436,8.374,31.867,Poor
6.984,2.7,23.946,Good
8.086,4.006,20.659,Poor
7.45,11.348,31.143,Very Poor
5.161,19.337,17.2,Very Poor
8.159,8.991,26.592,Poor
7.949,0.643,27.297,Good
9.193,16.084,16.677,Very Poor
8.0,2.01,27.549,Good
7.32,0.817,22.404,Excellent
7.95,1.915,27.223,Good
7.934,3.064,29.021,Good
1.798,30.22,17.197,Unsafe
8.162,1.883,18.886,Good
8.952,8.792,28.335,Poor
8.075,1.905,25.443,Good
6.9,5.592,29.882,Poor
7.74,3.495,21.22,Good
7.977,1.433,23.281,Good
8.076,4.803,27.584,Poor
8.164,2.192,18.184,Good
9.204,18.129,24.435,Very Poor
0.578,26.739,10.273,Unsafe
8.168,3.778,27.195,Good
8.395,1.708,27.943,Good
8.215,3.543,18.337,Good
6.89,3.503,20.453,Good
6.99,2.903,24.246,Good
7.355,0.689,20.287,Excellent
8.069,2.444,22.33,Good
8.304,6.918,31.893,Poor
8.0,5.89,25.321,Poor
7.954,3.63,26.523,Good
6.879,6.022,26.304,Poor
8.122,3.633,28.946,Good
8.071,3.784,24.457,Good
8.087,2.378,19.814,Good
8.021,3.108,23.299,Good
7.987,3.127,26.253,Good
7.943,4.583,27.471,Poor
7.964,1.104,26.633,Good
7.996,3.962,27.62,Good
8.11,4.125,28.485,Poor
8.124,3.67,26.674,Good
8.167,2.94,27.321,Good
8.213,3.776,18.64,Good
7.961,3.234,27.556,Good
8.776,9.838,22.547,Poor
8.178,2.641,17.191,Good
8.12,2.343,26.172,Good
8.134,3.463,23.998,Good
6.874,18.926,25.48,Very Poor
7.233,9.485,20.724,Poor
8.166,2.675,17.507,Good
8.17,2.461,18.02,Good
8.184,3.176,17.975,Good
8.094,8.666,20.062,Poor
7.981,4.878,26.23,Poor
8.1,2.177,20.5,Good
6.907,9.736,26.469,Poor
6.992,0.936,20.481,Excellent
8.199,6.244,19.886,Poor
8.05,2.958,28.474,Good
7.922,4.584,26.128,Poor
8.185,2.629,17.283,Good
8.139,2.809,25.091,Good
7.602,3.089,20.25,Good
8.151,2.713,20.899,Good
7.047,2.414,24.466,Good
7.994,3.005,27.453,Good
8.102,4.957,28.961,Poor
7.99,3.435,27.631,Good
8.118,3.682,27.373,Good
9.618,17.665,26.123,Very Poor
8.217,3.055,19.038,Good
8.191,2.936,17.305,Good
8.024,2.239,20.799,Good
8.197,0.753,20.966,Good
7.241,0.413,20.423,Excellent
9.639,19.872,21.918,Very Poor
7.702,3.111,19.603,Good
8.093,5.747,29.796,Poor
7.963,3.977,27.784,Good
7.971,6.063,27.418,Poor
8.169,2.074,19.59,Good
7.977,1.535,27.751,Good
8.115,4.451,21.222,Poor
8.573,8.313,25.447,Poor
6.629,8.071,18.468,Poor
8.103,3.032,25.892,Good
8.102,3.032,24.62,Good
8.085,3.535,23.391,Good
8.101,7.862,30.134,Poor
7.25,14.084,17.728,Very Poor
8.101,2.624,20.274,Good
8.114,3.175,24.652,Good
7.986,3.006,31.126,Good
8.208,2.948,19.619,Good
7.993,1.253,26.194,Good
8.163,6.762,21.119,Poor
7.993,5.457,25.375,Poor
7.758,9.149,24.368,Poor
8.061,2.36,21.395,Good
8.105,3.348,21.683,Good
7.91,7.676,26.519,Poor
8.114,4.142,29.395,Poor
6.3,6.675,23.825,Poor
7.925,1.168,27.248,Good
8.162,5.35,20.151,Poor
8.179,3.021,27.748,Good
8.006,2.818,24.729,Good
7.974,3.569,27.672,Good
8.08,2.734,29.65,Good
8.019,2.291,22.157,Good
8.118,3.186,24.662,Good
7.998,5.642,27.523,Poor
8.167,4.068,27.01,Poor
8.067,2.512,20.665,Good
8.092,2.73,29.669,Good
7.942,3.703,27.868,Good
6.686,4.603,21.205,Poor
8.076,3.844,28.581,Good
7.062,8.844,26.454,Poor
8.197,3.089,20.146,Good
8.141,4.887,21.418,Poor
7.023,7.753,21.918,Poor
7.958,3.85,27.472,Good
8.111,2.961,21.009,Good
0.677,52.515,32.632,Unsafe
8.153,7.159,29.098,Poor
6.896,0.346,21.142,Excellent
8.204,3.759,26.61,Good
8.026,2.12,23.234,Good
7.98,3.595,27.699,Good
8.206,5.764,18.214,Poor
7.955,5.463,26.854,Poor
8.187,2.723,17.181,Good
8.09,2.452,20.731,Good
8.087,2.704,23.001,Good
6.982,4.1,30.124,Poor
8.121,2.775,25.179,Good
6.943,1.737,20.66,Good
8.025,1.068,27.993,Good
8.073,2.329,23.144,Good
7.585,2.292,26.852,Good
8.038,2.118,21.959,Good
7.246,1.617,28.558,Good
8.117,2.536,21.51,Good
7.966,7.279,23.217,Poor
8.153,2.134,26.108,Good
11.443,50.643,32.3,Unsafe
8.181,0.721,25.332,Good
8.895,6.42,19.934,Poor
8.181,2.719,19.023,Good
8.199,2.096,18.881,Good
7.961,1.486,27.365,Good
6.774,3.663,25.956,Good
8.025,0.897,27.732,Good
8.069,3.379,24.321,Good
8.076,2.09,25.87,Good
8.199,3.231,20.165,Good
8.082,1.4,24.564,Good
